client_id,datestamp,product,quantity,price
1694,2023-06-21,Product_5,2,83.99
1695,2023-05-03,Product_15,1,85.67
1695,2023-05-03,Product_19,5,59.86
1695,2023-05-03,Product_5,4,41.58
1695,2023-05-03,Product_14,3,91.5
1696,2023-06-01,Product_5,1,81.88
1696,2023-06-01,Product_16,4,8.58
1696,2023-06-01,Product_2,1,62.72
1696,2023-06-01,Product_12,4,95.93
1696,2023-06-01,Product_8,3,63.83
1696,2023-06-01,Product_4,2,34.14
1697,2023-11-22,Product_9,1,4.71
1697,2023-11-22,Product_13,5,55.14
1697,2023-11-22,Product_8,2,49.55
1697,2023-11-22,Product_1,2,1.82
1697,2023-11-22,Product_11,2,49.17
1698,2023-04-17,Product_13,5,87.36
1698,2023-04-17,Product_4,3,63.74
1699,2023-12-13,Product_8,5,23.76
1699,2023-12-13,Product_14,3,79.63
1699,2023-12-13,Product_3,1,57.96
1699,2023-12-13,Product_16,5,79.93
1700,2023-08-03,Product_15,5,18.2
1700,2023-08-03,Product_12,5,54.12
1700,2023-08-03,Product_8,3,93.91
1700,2023-08-03,Product_0,5,45.98
1701,2023-05-19,Product_10,1,85.71
1701,2023-05-19,Product_11,2,83.28
1702,2023-06-18,Product_17,3,88.94
1702,2023-06-18,Product_14,1,64.54
1702,2023-06-18,Product_4,4,80.8
1702,2023-06-18,Product_15,5,98.53
1702,2023-06-18,Product_3,1,76.0
1702,2023-06-18,Product_7,3,77.79
1703,2023-01-18,Product_6,5,90.21
1703,2023-01-18,Product_9,5,49.85
1703,2023-01-18,Product_19,5,47.52
1703,2023-01-18,Product_16,3,96.22
1704,2023-04-24,Product_7,3,76.34
1704,2023-04-24,Product_6,4,2.38
1704,2023-04-24,Product_12,3,10.34
1705,2023-01-05,Product_19,2,51.75
1705,2023-01-05,Product_0,4,96.96
1705,2023-01-05,Product_3,2,54.95
1705,2023-01-05,Product_11,4,14.19
1706,2023-05-16,Product_5,2,86.37
1706,2023-05-16,Product_1,2,89.55
1706,2023-05-16,Product_8,5,4.45
1706,2023-05-16,Product_2,3,45.57
1707,2023-03-10,Product_0,1,6.6
1707,2023-03-10,Product_8,4,69.26
1707,2023-03-10,Product_18,3,10.87
1707,2023-03-10,Product_2,2,16.8
1708,2023-07-10,Product_7,1,6.89
1708,2023-07-10,Product_17,4,71.74
1709,2023-06-08,Product_3,5,73.29
1709,2023-06-08,Product_4,5,47.99
1709,2023-06-08,Product_18,4,98.31
1709,2023-06-08,Product_8,5,41.28
1709,2023-06-08,Product_14,2,18.57
1709,2023-06-08,Product_0,1,99.19
1710,2023-06-02,Product_4,3,2.38
1710,2023-06-02,Product_5,2,18.07
1711,2023-02-21,Product_3,3,38.87
1711,2023-02-21,Product_17,4,10.82
1711,2023-02-21,Product_1,4,22.3
1711,2023-02-21,Product_18,4,2.19
1711,2023-02-21,Product_6,5,40.54
1712,2023-12-22,Product_5,1,4.15
1712,2023-12-22,Product_1,3,78.16
1712,2023-12-22,Product_4,2,39.7
1713,2023-08-01,Product_4,4,95.89
1713,2023-08-01,Product_2,5,4.09
1713,2023-08-01,Product_11,3,47.02
1713,2023-08-01,Product_6,5,31.99
1714,2023-01-31,Product_3,5,96.6
1714,2023-01-31,Product_15,1,80.05
1714,2023-01-31,Product_7,2,61.92
1714,2023-01-31,Product_4,1,19.76
1714,2023-01-31,Product_10,1,65.78
1715,2023-03-29,Product_5,5,81.49
1715,2023-03-29,Product_2,5,5.08
1715,2023-03-29,Product_3,5,47.79
1715,2023-03-29,Product_6,1,65.85
1716,2023-09-11,Product_4,4,79.44
1716,2023-09-11,Product_5,4,11.98
1716,2023-09-11,Product_3,2,55.17
1716,2023-09-11,Product_0,1,47.92
1716,2023-09-11,Product_8,1,46.02
1716,2023-09-11,Product_18,3,25.24
1716,2023-09-11,Product_13,1,98.34
1716,2023-09-11,Product_11,2,82.68
1716,2023-09-11,Product_19,3,30.02
1717,2023-03-09,Product_5,1,65.15
1717,2023-03-09,Product_11,1,15.26
1717,2023-03-09,Product_4,2,22.25
1718,2023-10-28,Product_8,1,58.75
1718,2023-10-28,Product_2,3,74.45
1718,2023-10-28,Product_4,4,79.99
1719,2023-08-31,Product_5,5,3.24
1719,2023-08-31,Product_12,2,42.65
1720,2023-11-17,Product_11,1,23.24
1720,2023-11-17,Product_10,2,47.56
1721,2023-02-10,Product_14,3,82.89
1721,2023-02-10,Product_9,3,58.85
1721,2023-02-10,Product_17,3,12.08
1721,2023-02-10,Product_0,1,14.01
1721,2023-02-10,Product_4,1,57.92
1721,2023-02-10,Product_15,1,32.65
1722,2023-10-02,Product_18,4,54.51
1722,2023-10-02,Product_2,4,99.34
1722,2023-10-02,Product_5,3,73.52
1723,2023-10-02,Product_13,3,48.42
1724,2023-08-08,Product_16,2,46.9
1724,2023-08-08,Product_13,1,90.88
1724,2023-08-08,Product_4,5,53.03
1725,2023-06-09,Product_14,5,97.67
1725,2023-06-09,Product_8,5,11.84
1725,2023-06-09,Product_0,1,49.58
1725,2023-06-09,Product_16,5,84.79
1725,2023-06-09,Product_7,2,9.49
1725,2023-06-09,Product_15,3,5.32
1726,2023-07-26,Product_18,2,78.76
1726,2023-07-26,Product_16,2,28.58
1726,2023-07-26,Product_6,3,51.48
1726,2023-07-26,Product_12,3,45.46
1726,2023-07-26,Product_4,1,50.91
1727,2023-03-02,Product_7,3,43.74
1727,2023-03-02,Product_18,2,71.73
1727,2023-03-02,Product_16,1,17.65
1727,2023-03-02,Product_13,2,20.73
1727,2023-03-02,Product_10,4,68.95
1728,2023-03-17,Product_0,2,1.2
1728,2023-03-17,Product_11,1,2.8
1728,2023-03-17,Product_10,5,38.31
1728,2023-03-17,Product_19,3,74.63
1728,2023-03-17,Product_6,4,45.89
1729,2023-10-31,Product_3,1,25.96
1729,2023-10-31,Product_0,4,80.03
1729,2023-10-31,Product_18,1,58.38
1729,2023-10-31,Product_16,1,39.06
1729,2023-10-31,Product_2,2,82.22
1730,2023-03-13,Product_15,4,74.47
1730,2023-03-13,Product_6,5,67.65
1731,2023-10-23,Product_14,5,79.72
1731,2023-10-23,Product_1,3,30.72
1731,2023-10-23,Product_12,1,94.34
1731,2023-10-23,Product_0,5,43.1
1732,2023-05-13,Product_12,1,6.02
1732,2023-05-13,Product_7,5,81.78
1733,2023-10-29,Product_16,1,89.14
1733,2023-10-29,Product_8,2,95.36
1733,2023-10-29,Product_7,1,93.03
1733,2023-10-29,Product_17,5,88.36
1733,2023-10-29,Product_13,3,10.15
1734,2023-11-06,Product_17,5,96.32
1734,2023-11-06,Product_11,3,15.86
1734,2023-11-06,Product_8,1,19.72
1734,2023-11-06,Product_10,3,80.69
1734,2023-11-06,Product_4,1,7.77
1735,2023-04-15,Product_10,4,3.97
1735,2023-04-15,Product_7,3,38.13
1735,2023-04-15,Product_8,5,61.11
1735,2023-04-15,Product_13,3,29.05
1736,2023-12-27,Product_8,2,71.9
1736,2023-12-27,Product_12,1,6.8
1736,2023-12-27,Product_13,2,27.43
1736,2023-12-27,Product_14,1,81.2
1737,2023-12-28,Product_17,2,65.61
1737,2023-12-28,Product_2,5,45.23
1737,2023-12-28,Product_16,3,96.85
1737,2023-12-28,Product_4,2,96.14
1738,2023-07-20,Product_4,4,26.95
1738,2023-07-20,Product_1,3,90.58
1738,2023-07-20,Product_16,4,23.51
1738,2023-07-20,Product_11,3,64.08
1738,2023-07-20,Product_2,2,41.75
1739,2023-03-23,Product_7,1,1.83
1739,2023-03-23,Product_11,1,16.79
1739,2023-03-23,Product_14,1,99.26
1740,2023-10-14,Product_4,5,12.5
1740,2023-10-14,Product_17,4,93.89
1740,2023-10-14,Product_10,2,78.84
1740,2023-10-14,Product_3,3,35.25
1741,2023-01-10,Product_9,4,60.56
1741,2023-01-10,Product_12,2,6.48
1741,2023-01-10,Product_3,4,41.43
1741,2023-01-10,Product_1,1,9.44
1741,2023-01-10,Product_16,5,24.99
1742,2023-03-15,Product_14,2,57.21
1742,2023-03-15,Product_2,4,7.8
1742,2023-03-15,Product_0,1,13.38
1742,2023-03-15,Product_18,3,94.7
1742,2023-03-15,Product_5,3,2.14
1742,2023-03-15,Product_3,4,44.09
1743,2023-06-16,Product_7,4,72.82
1743,2023-06-16,Product_8,3,65.85
1743,2023-06-16,Product_9,2,97.87
1744,2023-08-03,Product_7,1,11.6
1744,2023-08-03,Product_9,1,33.96
1744,2023-08-03,Product_12,1,37.23
1745,2023-11-17,Product_6,4,84.69
1745,2023-11-17,Product_9,3,24.25
1746,2023-10-13,Product_13,4,53.94
1746,2023-10-13,Product_2,2,94.08
1746,2023-10-13,Product_15,1,75.2
1747,2023-03-06,Product_14,5,39.81
1747,2023-03-06,Product_5,4,70.66
1747,2023-03-06,Product_12,4,93.56
1747,2023-03-06,Product_19,4,95.32
1747,2023-03-06,Product_0,2,28.33
1748,2023-02-09,Product_19,5,44.76
1748,2023-02-09,Product_14,3,79.22
1748,2023-02-09,Product_13,3,47.86
1749,2023-02-11,Product_5,2,36.8
1749,2023-02-11,Product_18,1,41.87
1749,2023-02-11,Product_1,1,80.82
1750,2023-06-05,Product_16,2,24.29
1750,2023-06-05,Product_18,3,81.36
1750,2023-06-05,Product_15,3,6.31
1750,2023-06-05,Product_9,4,87.99
1750,2023-06-05,Product_4,4,55.22
1751,2023-02-26,Product_4,3,60.86
1751,2023-02-26,Product_2,3,17.2
1751,2023-02-26,Product_10,3,57.91
1751,2023-02-26,Product_13,2,2.7
1752,2023-07-24,Product_8,5,49.81
1752,2023-07-24,Product_9,2,55.12
1752,2023-07-24,Product_2,1,53.59
1752,2023-07-24,Product_3,4,25.66
1752,2023-07-24,Product_16,4,24.12
1753,2023-04-26,Product_10,3,50.54
1753,2023-04-26,Product_18,5,80.82
1754,2023-02-03,Product_16,5,3.3
1754,2023-02-03,Product_19,4,41.11
1754,2023-02-03,Product_8,1,35.38
1754,2023-02-03,Product_13,1,81.84
1755,2023-01-23,Product_5,3,9.14
1755,2023-01-23,Product_2,2,25.47
1755,2023-01-23,Product_19,1,12.73
1755,2023-01-23,Product_11,4,6.04
1755,2023-01-23,Product_9,5,74.65
1755,2023-01-23,Product_3,5,42.96
1755,2023-01-23,Product_10,2,50.17
1756,2023-02-21,Product_16,2,17.15
1756,2023-02-21,Product_12,2,11.4
1756,2023-02-21,Product_1,4,55.53
1756,2023-02-21,Product_17,5,62.67
1757,2023-01-26,Product_2,3,4.21
1757,2023-01-26,Product_19,1,21.78
1758,2023-09-01,Product_3,1,59.38
1758,2023-09-01,Product_7,4,76.43
1758,2023-09-01,Product_19,5,42.08
1758,2023-09-01,Product_15,1,88.58
1759,2023-07-18,Product_4,3,84.69
1759,2023-07-18,Product_11,4,82.33
1759,2023-07-18,Product_1,3,86.87
1759,2023-07-18,Product_16,1,63.24
1759,2023-07-18,Product_8,1,21.4
1759,2023-07-18,Product_17,4,34.73
1759,2023-07-18,Product_9,3,53.48
1760,2023-12-28,Product_3,5,74.72
1760,2023-12-28,Product_0,4,14.62
1760,2023-12-28,Product_15,4,60.28
1760,2023-12-28,Product_5,1,71.79
1760,2023-12-28,Product_14,4,12.08
1761,2023-08-01,Product_3,5,47.53
1761,2023-08-01,Product_13,2,13.85
1761,2023-08-01,Product_0,2,68.01
1761,2023-08-01,Product_16,5,63.74
1761,2023-08-01,Product_19,4,25.88
1762,2023-09-09,Product_3,2,49.03
1762,2023-09-09,Product_17,2,4.99
1763,2023-08-03,Product_17,1,67.7
1763,2023-08-03,Product_3,5,37.27
1763,2023-08-03,Product_0,3,47.09
1763,2023-08-03,Product_5,5,4.12
1763,2023-08-03,Product_9,2,65.48
1763,2023-08-03,Product_8,3,20.22
1764,2023-03-11,Product_6,4,96.44
1765,2023-03-25,Product_3,3,84.84
1765,2023-03-25,Product_12,3,40.44
1765,2023-03-25,Product_1,4,2.97
1765,2023-03-25,Product_18,4,68.54
1765,2023-03-25,Product_16,3,7.56
1765,2023-03-25,Product_8,5,69.32
1766,2023-05-06,Product_18,1,32.86
1766,2023-05-06,Product_11,1,84.03
1766,2023-05-06,Product_4,3,82.52
1767,2023-07-18,Product_2,1,48.55
1768,2023-01-05,Product_6,5,76.92
1768,2023-01-05,Product_19,2,28.92
1768,2023-01-05,Product_11,2,70.58
1768,2023-01-05,Product_1,1,62.38
1769,2023-04-24,Product_18,1,30.84
1769,2023-04-24,Product_4,1,74.12
1769,2023-04-24,Product_9,5,81.13
1769,2023-04-24,Product_17,1,81.59
1769,2023-04-24,Product_2,3,85.96
1769,2023-04-24,Product_3,1,15.59
1769,2023-04-24,Product_0,3,91.25
1770,2023-07-13,Product_15,3,41.02
1770,2023-07-13,Product_11,2,23.88
1770,2023-07-13,Product_17,5,86.39
1770,2023-07-13,Product_12,2,31.68
1771,2023-02-16,Product_2,1,82.2
1771,2023-02-16,Product_0,3,91.3
1771,2023-02-16,Product_10,4,26.7
1772,2023-03-21,Product_15,1,32.69
1772,2023-03-21,Product_16,2,55.63
1772,2023-03-21,Product_13,3,74.7
1773,2023-02-26,Product_4,4,90.85
1773,2023-02-26,Product_17,3,80.91
1773,2023-02-26,Product_2,2,24.19
1774,2023-07-10,Product_18,3,36.87
1774,2023-07-10,Product_15,2,38.26
1774,2023-07-10,Product_16,1,76.48
1774,2023-07-10,Product_3,5,46.72
1775,2023-04-27,Product_12,3,77.4
1775,2023-04-27,Product_0,4,77.54
1775,2023-04-27,Product_4,4,14.99
1775,2023-04-27,Product_9,3,7.4
1775,2023-04-27,Product_16,1,3.7
1775,2023-04-27,Product_6,2,7.05
1775,2023-04-27,Product_19,5,46.92
1775,2023-04-27,Product_11,3,39.04
1776,2023-05-15,Product_15,5,99.5
1777,2023-04-28,Product_15,4,32.49
1777,2023-04-28,Product_1,2,53.48
1777,2023-04-28,Product_6,2,88.98
1777,2023-04-28,Product_3,3,82.31
1778,2023-06-04,Product_16,4,5.93
1778,2023-06-04,Product_10,5,18.1
1778,2023-06-04,Product_14,3,77.29
1778,2023-06-04,Product_5,4,68.84
1779,2023-07-26,Product_4,1,45.42
1779,2023-07-26,Product_14,4,25.82
1779,2023-07-26,Product_5,1,45.09
1779,2023-07-26,Product_16,4,68.64
1779,2023-07-26,Product_9,2,48.35
1780,2023-02-04,Product_6,4,42.34
1780,2023-02-04,Product_10,2,36.46
1780,2023-02-04,Product_19,2,22.57
1780,2023-02-04,Product_12,5,43.69
1781,2023-09-16,Product_15,3,52.18
1781,2023-09-16,Product_1,5,99.37
1781,2023-09-16,Product_13,5,68.26
1781,2023-09-16,Product_0,2,6.7
1782,2023-06-21,Product_11,3,79.03
1782,2023-06-21,Product_7,5,94.42
1782,2023-06-21,Product_8,5,77.43
1782,2023-06-21,Product_0,4,20.8
1783,2023-08-03,Product_2,3,77.87
1783,2023-08-03,Product_10,3,19.99
1783,2023-08-03,Product_14,3,41.74
1783,2023-08-03,Product_13,1,73.94
1784,2023-09-14,Product_19,1,59.08
1784,2023-09-14,Product_14,1,24.88
1784,2023-09-14,Product_15,5,26.71
1784,2023-09-14,Product_10,2,48.21
1784,2023-09-14,Product_11,4,75.21
1784,2023-09-14,Product_4,2,46.09
1784,2023-09-14,Product_2,2,18.85
1784,2023-09-14,Product_6,2,18.37
1785,2023-11-26,Product_4,1,76.4
1785,2023-11-26,Product_15,4,83.18
1785,2023-11-26,Product_3,4,43.17
1786,2023-03-03,Product_15,2,6.66
1786,2023-03-03,Product_3,3,16.6
1786,2023-03-03,Product_13,5,37.82
1787,2023-05-28,Product_8,1,38.1
1787,2023-05-28,Product_17,1,83.72
1787,2023-05-28,Product_12,5,1.78
1787,2023-05-28,Product_7,5,85.79
1788,2023-04-02,Product_5,5,79.68
1788,2023-04-02,Product_0,1,10.47
1788,2023-04-02,Product_19,3,19.25
1788,2023-04-02,Product_13,4,27.6
1789,2023-02-09,Product_1,4,46.99
1789,2023-02-09,Product_13,1,92.24
1789,2023-02-09,Product_17,1,40.61
1789,2023-02-09,Product_0,2,45.12
1789,2023-02-09,Product_2,1,88.93
1790,2023-12-17,Product_0,5,20.63
1790,2023-12-17,Product_1,2,41.91
1790,2023-12-17,Product_9,4,19.17
1791,2023-05-24,Product_12,4,16.83
1791,2023-05-24,Product_18,3,78.47
1791,2023-05-24,Product_7,4,97.91
1791,2023-05-24,Product_3,5,1.53
1792,2023-04-24,Product_18,3,7.03
1792,2023-04-24,Product_1,3,61.96
1792,2023-04-24,Product_12,5,81.94
1792,2023-04-24,Product_10,5,33.18
1793,2023-12-24,Product_19,4,70.37
1793,2023-12-24,Product_7,4,18.84
1793,2023-12-24,Product_18,1,16.85
1793,2023-12-24,Product_4,5,12.67
1794,2023-07-18,Product_7,3,97.52
1794,2023-07-18,Product_11,5,81.89
1794,2023-07-18,Product_1,1,13.42
1795,2023-08-09,Product_13,2,45.91
1795,2023-08-09,Product_14,2,55.74
1795,2023-08-09,Product_12,3,36.23
1795,2023-08-09,Product_10,2,59.22
1796,2023-05-16,Product_19,3,3.32
1796,2023-05-16,Product_18,1,51.06
1797,2023-10-07,Product_13,4,84.8
1797,2023-10-07,Product_9,1,17.79
1797,2023-10-07,Product_0,5,2.01
1797,2023-10-07,Product_19,1,56.94
1797,2023-10-07,Product_15,2,59.91
1797,2023-10-07,Product_5,2,19.43
1798,2023-02-09,Product_11,3,54.68
1798,2023-02-09,Product_9,1,58.89
1798,2023-02-09,Product_7,2,89.98
1798,2023-02-09,Product_1,3,95.75
1798,2023-02-09,Product_8,2,21.42
1799,2023-01-04,Product_5,1,16.24
1799,2023-01-04,Product_7,3,90.68
1799,2023-01-04,Product_11,3,35.06
1799,2023-01-04,Product_2,1,12.24
1800,2023-04-26,Product_10,4,58.51
1800,2023-04-26,Product_9,5,81.05
1800,2023-04-26,Product_19,3,69.82
1800,2023-04-26,Product_1,2,62.75
1800,2023-04-26,Product_7,2,20.08
1801,2023-03-25,Product_9,5,43.25
1801,2023-03-25,Product_7,1,81.37
1801,2023-03-25,Product_12,1,35.34
1801,2023-03-25,Product_5,5,99.98
1802,2023-04-29,Product_3,1,17.01
1802,2023-04-29,Product_4,5,6.7
1802,2023-04-29,Product_8,3,75.38
1802,2023-04-29,Product_17,4,31.99
1803,2023-11-10,Product_19,2,96.73
1803,2023-11-10,Product_4,4,20.61
1803,2023-11-10,Product_1,4,46.52
1803,2023-11-10,Product_3,5,37.8
1803,2023-11-10,Product_18,2,7.49
1804,2023-01-08,Product_12,5,21.11
1804,2023-01-08,Product_5,4,34.85
1804,2023-01-08,Product_8,1,59.01
1804,2023-01-08,Product_2,2,40.16
1805,2023-02-08,Product_7,4,13.68
1805,2023-02-08,Product_3,4,85.64
1805,2023-02-08,Product_15,3,47.87
1805,2023-02-08,Product_11,2,67.11
1805,2023-02-08,Product_19,5,63.33
1806,2023-07-24,Product_8,2,70.42
1806,2023-07-24,Product_12,5,43.15
1806,2023-07-24,Product_3,4,81.06
1807,2023-04-28,Product_0,2,27.78
1807,2023-04-28,Product_19,2,17.46
1807,2023-04-28,Product_5,1,7.22
1807,2023-04-28,Product_8,2,86.15
1807,2023-04-28,Product_10,3,1.98
1807,2023-04-28,Product_13,1,27.82
1808,2023-03-13,Product_3,1,52.23
1808,2023-03-13,Product_18,4,49.03
1808,2023-03-13,Product_19,5,46.64
1808,2023-03-13,Product_9,2,26.83
1808,2023-03-13,Product_7,5,97.41
1809,2023-07-11,Product_8,1,50.67
1809,2023-07-11,Product_4,2,71.11
1809,2023-07-11,Product_18,3,63.2
1810,2023-12-12,Product_10,1,30.95
1810,2023-12-12,Product_17,5,48.83
1810,2023-12-12,Product_3,1,43.71
1810,2023-12-12,Product_5,4,83.12
1811,2023-04-12,Product_6,1,36.44
1811,2023-04-12,Product_7,5,94.33
1811,2023-04-12,Product_5,2,34.69
1811,2023-04-12,Product_13,5,66.89
1811,2023-04-12,Product_11,4,28.22
1812,2023-09-24,Product_10,5,18.01
1812,2023-09-24,Product_16,3,70.25
1812,2023-09-24,Product_11,4,14.36
1812,2023-09-24,Product_18,2,2.78
1812,2023-09-24,Product_6,5,27.35
1813,2023-09-04,Product_4,2,86.36
1813,2023-09-04,Product_18,3,73.97
1813,2023-09-04,Product_5,1,78.79
1813,2023-09-04,Product_11,4,17.71
1813,2023-09-04,Product_9,2,18.09
1814,2023-06-29,Product_0,4,17.63
1814,2023-06-29,Product_3,3,45.27
1814,2023-06-29,Product_17,5,41.71
1814,2023-06-29,Product_5,5,76.29
1814,2023-06-29,Product_11,2,64.97
1814,2023-06-29,Product_15,1,85.26
1815,2023-03-28,Product_5,1,29.46
1815,2023-03-28,Product_7,5,18.33
1815,2023-03-28,Product_8,1,79.02
1816,2023-11-07,Product_13,1,14.3
1816,2023-11-07,Product_12,4,1.02
1816,2023-11-07,Product_5,3,82.98
1816,2023-11-07,Product_14,1,96.32
1817,2023-07-04,Product_13,4,83.76
1817,2023-07-04,Product_6,1,2.86
1817,2023-07-04,Product_5,2,61.84
1817,2023-07-04,Product_2,1,74.0
1818,2023-02-13,Product_18,2,54.34
1818,2023-02-13,Product_7,2,14.31
1818,2023-02-13,Product_19,3,83.8
1818,2023-02-13,Product_11,1,9.6
1819,2023-10-31,Product_7,1,42.57
1819,2023-10-31,Product_12,1,93.24
1819,2023-10-31,Product_0,2,46.68
1820,2023-12-04,Product_1,4,11.98
1820,2023-12-04,Product_10,4,83.26
1820,2023-12-04,Product_12,1,47.93
1820,2023-12-04,Product_8,4,87.16
1821,2023-07-20,Product_9,3,2.02
1821,2023-07-20,Product_6,5,33.23
1821,2023-07-20,Product_16,4,18.17
1822,2023-05-19,Product_13,1,21.35
1822,2023-05-19,Product_2,2,78.86
1822,2023-05-19,Product_14,1,2.23
1822,2023-05-19,Product_19,5,26.64
1822,2023-05-19,Product_4,1,96.53
1822,2023-05-19,Product_16,3,14.58
1822,2023-05-19,Product_3,2,71.83
1823,2023-07-19,Product_11,4,18.69
1823,2023-07-19,Product_8,4,66.19
1823,2023-07-19,Product_9,4,52.81
1823,2023-07-19,Product_3,4,95.15
1823,2023-07-19,Product_6,1,42.78
1824,2023-12-21,Product_6,2,62.74
1824,2023-12-21,Product_8,1,82.06
1824,2023-12-21,Product_9,4,81.08
1825,2023-08-31,Product_10,1,51.65
1825,2023-08-31,Product_19,4,2.96
1826,2023-02-14,Product_15,2,5.08
1826,2023-02-14,Product_18,2,29.42
1826,2023-02-14,Product_6,2,45.08
1826,2023-02-14,Product_5,3,77.38
1826,2023-02-14,Product_9,1,77.09
1827,2023-03-28,Product_7,2,50.6
1827,2023-03-28,Product_8,4,57.69
1827,2023-03-28,Product_11,4,57.46
1827,2023-03-28,Product_13,1,17.39
1827,2023-03-28,Product_10,3,77.5
1828,2023-07-09,Product_7,4,56.38
1828,2023-07-09,Product_12,1,28.81
1828,2023-07-09,Product_4,4,18.12
1829,2023-09-22,Product_13,2,50.59
1829,2023-09-22,Product_8,3,62.96
1829,2023-09-22,Product_2,3,48.69
1829,2023-09-22,Product_0,3,18.26
1829,2023-09-22,Product_16,4,72.89
1829,2023-09-22,Product_9,2,32.81
1829,2023-09-22,Product_5,5,60.74
1830,2023-01-17,Product_18,3,67.52
1830,2023-01-17,Product_7,1,31.17
1830,2023-01-17,Product_15,4,73.97
1830,2023-01-17,Product_2,3,22.99
1831,2023-09-16,Product_16,3,28.3
1832,2023-08-23,Product_1,5,75.49
1832,2023-08-23,Product_12,3,87.97
1832,2023-08-23,Product_18,3,89.71
1832,2023-08-23,Product_2,4,14.01
1833,2023-07-18,Product_7,5,92.54
1833,2023-07-18,Product_12,1,37.41
1834,2023-06-02,Product_2,5,74.91
1834,2023-06-02,Product_16,5,4.32
1834,2023-06-02,Product_11,1,15.77
1835,2023-09-01,Product_5,5,31.5
1835,2023-09-01,Product_18,1,70.05
1835,2023-09-01,Product_3,5,39.12
1835,2023-09-01,Product_0,3,97.65
1836,2023-07-06,Product_13,3,90.04
1836,2023-07-06,Product_19,2,70.88
1836,2023-07-06,Product_1,4,27.43
1837,2023-08-06,Product_18,1,40.24
1837,2023-08-06,Product_16,4,66.92
1837,2023-08-06,Product_7,1,81.92
1837,2023-08-06,Product_6,4,70.38
1838,2023-03-03,Product_17,4,41.62
1838,2023-03-03,Product_4,4,91.21
1838,2023-03-03,Product_5,3,77.83
1838,2023-03-03,Product_19,5,2.6
1839,2023-09-20,Product_14,4,33.58
1839,2023-09-20,Product_16,5,76.23
1839,2023-09-20,Product_18,5,81.03
1840,2023-01-24,Product_12,2,69.94
1840,2023-01-24,Product_15,5,86.98
1840,2023-01-24,Product_6,5,75.84
1840,2023-01-24,Product_13,4,3.38
1840,2023-01-24,Product_17,3,80.08
1840,2023-01-24,Product_4,3,84.97
1841,2023-12-10,Product_9,2,14.76
1841,2023-12-10,Product_18,1,69.75
1842,2023-01-31,Product_8,5,86.57
1842,2023-01-31,Product_17,4,3.94
1842,2023-01-31,Product_13,4,21.39
1842,2023-01-31,Product_2,1,76.49
1843,2023-07-25,Product_5,2,94.41
1843,2023-07-25,Product_18,5,58.55
1843,2023-07-25,Product_0,5,84.09
1843,2023-07-25,Product_15,1,67.62
1844,2023-10-18,Product_17,5,16.24
1844,2023-10-18,Product_5,3,96.61
1844,2023-10-18,Product_15,2,77.49
1844,2023-10-18,Product_3,2,46.9
1845,2023-08-23,Product_0,2,41.12
1845,2023-08-23,Product_17,3,16.62
1845,2023-08-23,Product_13,2,72.08
1845,2023-08-23,Product_9,5,54.02
1845,2023-08-23,Product_8,2,97.28
1846,2023-02-14,Product_7,3,36.52
1846,2023-02-14,Product_10,5,61.44
1846,2023-02-14,Product_9,4,45.51
1846,2023-02-14,Product_0,4,60.28
1846,2023-02-14,Product_3,1,62.08
1847,2023-10-03,Product_14,1,37.42
1847,2023-10-03,Product_6,5,53.52
1848,2023-05-20,Product_7,1,70.04
1848,2023-05-20,Product_17,1,47.12
1848,2023-05-20,Product_16,5,12.05
1848,2023-05-20,Product_8,4,50.7
1848,2023-05-20,Product_19,1,39.25
1849,2023-07-12,Product_8,3,88.42
1849,2023-07-12,Product_7,5,58.41
1849,2023-07-12,Product_3,1,11.19
1850,2023-11-30,Product_8,2,90.22
1850,2023-11-30,Product_18,5,10.22
1851,2023-01-01,Product_6,4,6.39
1851,2023-01-01,Product_14,5,97.76
1851,2023-01-01,Product_1,4,63.45
1851,2023-01-01,Product_3,1,45.18
1852,2023-01-25,Product_6,4,16.77
1852,2023-01-25,Product_0,2,53.34
1852,2023-01-25,Product_16,5,94.64
1852,2023-01-25,Product_1,5,18.21
1852,2023-01-25,Product_2,3,83.46
1853,2023-09-27,Product_10,1,66.39
1854,2023-01-10,Product_14,5,19.2
1854,2023-01-10,Product_4,4,63.5
1854,2023-01-10,Product_16,1,8.45
1854,2023-01-10,Product_17,5,1.22
1854,2023-01-10,Product_10,5,68.86
1855,2023-11-04,Product_12,4,39.8
1855,2023-11-04,Product_3,1,56.19
1855,2023-11-04,Product_5,5,14.21
1855,2023-11-04,Product_15,1,24.77
1856,2023-03-03,Product_14,3,28.78
1856,2023-03-03,Product_1,2,33.28
1856,2023-03-03,Product_5,5,38.77
1856,2023-03-03,Product_13,2,64.55
1856,2023-03-03,Product_6,3,99.83
1857,2023-12-15,Product_15,1,9.04
1858,2023-01-06,Product_9,2,66.11
1858,2023-01-06,Product_4,3,22.28
1858,2023-01-06,Product_19,5,2.84
1859,2023-02-16,Product_4,5,91.04
1859,2023-02-16,Product_7,5,45.68
1859,2023-02-16,Product_14,1,25.74
1859,2023-02-16,Product_11,4,65.25
1859,2023-02-16,Product_18,4,1.08
1859,2023-02-16,Product_0,3,24.99
1859,2023-02-16,Product_2,3,14.16
1860,2023-12-20,Product_9,4,26.33
1860,2023-12-20,Product_1,1,70.29
1860,2023-12-20,Product_11,4,79.19
